"planet_key"|"PLANET"|"Star_idx"|"Mass"|"Density"|"Relative Radius"|"type_terrain"|"type of climate"
892|"Cosmic Elegance Secant"|548|4,08|0,758|1,75|"mountain:ice cave:grassy hill:cliff"|"artic:hot:frigid:frozen"
893|"Cosmic Elegance Quintal"|548|3,63|0,646|1,78|"grassland:field"|"subartic:superheated:humid"
894|"Cosmic Elegance Prime"|548|1,07|1,075|1|"urban:city:rocky canyon:forest:hill:scrubland"|"frozen:windy:artificial temperate:arid:temperate"
895|"Eonix Eta"|7902|xx|0,852|1,31|"valley:savanna:barren:reef:plain:glacier:grassland:forest"|"artic:windy:arid:hot:temperate:artificial temperate:frigid"
896|"Morava VIII"|3101|1,78|0,629|1,41|"river:lava river:swamp:cliff:sea:lakes"|"tropical:humid:rocky:subartic:superheated"
897|"Morava VII"|3101|0,92|1,034|0,96|"sea:scrubland:lakes:swamp:barren:vine:grassland"|"artic:frozen:humid:arid:tropical"
898|"Morava XIX"|3101|2,58|0,682|1,56|"vine:rock arche:rainforest:fungus forest:grassland:city:volcano:verdant"|"temperate:frigid:humid:superheated:arid:subartic"
899|"Scarabian Horizon Octal"|2357|1,34|1,483|0,97|"field"|"rocky:hot:humid:subartic:frigid:frozen:artic"
900|"Nebulous Silence Ba"|6521|6,01|1,245|1,69|"ocean:plateau"|"hot:superheated:artic"
901|"Nebulous Silence Qi"|6521|2,87|0,808|1,53|"jungle:tundra:fungus forest"|"frozen:tropical:windy"
902|"Nebulous Silence Er"|6521|8,23|1,01|2,01|"sea:ash:desert:acid pool"|"hot:artic:subartic:windy"
903|"Galactic Prism Kappa"|7907|xx|0,815|2,3|"bog"|"humid:artic:temperate"
904|"Galactic Prism Gamma"|7907|0,81|1,235|0,87|"rocky desert:rock arche:city:grassy hill"|"artic:tropical:arid:rocky:humid"
905|"Galactic Prism Chi"|7907|1,03|0,917|1,04|"river"|"hot:temperate:superheated:tropical:frozen:windy"
906|"Galactic Prism Rho"|7907|3,4|0,92|1,55|"grassland"|"temperate:superheated:humid"
907|"Brimwarden Nu"|1028|3,8|1,104|1,51|"savanna:ocean:cave"|"frigid:tropical"
908|"Brimwarden Chi"|1028|4,17|1,193|1,52|"ice cave"|"arid:hot:frozen:artificial temperate:windy"
909|"Brimwarden Beta"|1028|7,9|1,221|1,86|"bog:cliff:urban"|"hot:artificial temperate:arid:windy:rocky:frigid"
910|"Arcturus Vigesimal"|1303|1,22|1,072|1,04|"savanna"|"frigid:hot:humid"
911|"Arcturus Decimal"|1303|2,29|0,52|1,64|"ice canyon:ocean"|"frigid:artic:humid:hot"
912|"Arcturus Quartal"|1303|1,61|1,058|1,15|"tundra:plain:scrubland:river:mountain"|"superheated:rocky:windy:arid"
913|"Algedi III"|5455|7,23|1,035|1,91|"bog:hill:forest:cave:ice cave"|"temperate:artic:artificial temperate:rocky:frigid"
914|"Nebuloria Quartal"|7227|5,78|0,961|1,82|"cityscape:plain:valley:city:ice canyon"|"rocky:subartic:arid:artic:windy"
915|"Terebellum Sigma"|5683|4,29|0,818|1,74|"cliff"|"temperate:subartic:frigid:rocky:humid"
916|"Terebellum Chi"|5683|3,18|0,716|1,64|"rainforest:hill"|"artificial temperate:superheated:windy:hot:artic"
917|"Terebellum Nu"|5683|8,37|1,088|1,97|"grassy hill:rocky island:jungle"|"humid:superheated:temperate"
918|"Terebellum Iota"|5683|4,49|0,969|1,67|"mountain"|"frozen:superheated:tropical"
919|"Sorairo Mirage Kappa"|2230|8,99|1,084|2,02|"city:mountain:desert:island:field"|"subartic:superheated:rocky:temperate:hot:frigid"
920|"Sorairo Mirage Rho"|2230|8,54|1,042|2,02|"cliff:rocky island:urban:grassland"|"subartic:arid:temperate"
921|"Sorairo Mirage Upsilon"|2230|1,42|0,803|1,21|"grassland"|"windy:temperate:rocky"
922|"Musica Shi"|1142|3,19|1,069|1,44|"river:toxic cloudsea:swamp:grassy hill:mountain:tundra:bog:scrubland:volcano:jungle"|"rocky:subartic:frigid:tropical:artic:artificial temperate:arid"
923|"Musica Wu"|1142|1,58|0,868|1,22|"vine:grassland:volcano:savanna:rock arche:bog"|"arid:windy:artificial temperate:frozen:humid:tropical"
924|"Nemea Residue Gamma"|9344|4,3|0,854|1,71|"rock arche"|"superheated:frigid:rocky:windy:subartic"
925|"Nemea Residue Mu"|9344|1,75|0,863|1,27|"vine:cliff"|"temperate:frozen:windy:subartic:artificial temperate"
926|"Citalá Decimal"|4579|7,77|1,172|1,88|"mountain:rock arche"|"subartic"
927|"Citalá Quartal"|4579|0,43|1,193|0,71|"urban:lakes:sea:forest:vine:toxic cloudsea:fungus forest"|"frozen:tropical:hot:frigid:subartic:artificial temperate:humid"
928|"Solaris Cascade San"|3261|4,68|1,203|1,57|"rocky desert:grassland:scrubland:cityscape:tundra:forest:ocean"|"temperate:hot:humid:artificial temperate:frozen:superheated:arid"
929|"Solaris Cascade Shi"|3261|2,68|1,349|1,26|"ash:plain"|"frigid:hot:artificial temperate:frozen:temperate"
930|"Emiw Cerberian"|6363|1,75|1,228|1,13|"urban:ice canyon:ash:mountain:rock arche"|"hot:arid:frozen:subartic:artificial temperate"
931|"Ogma Asclepian"|1812|2,7|1,202|1,31|"jungle:reef:grassy hill"|"hot:humid:windy"
932|"Novaflare Psi"|8600|7,9|1,008|1,99|"field"|"frigid:frozen:artificial temperate"
933|"Atakoraka XII"|5947|0,99|1,06|0,98|"ash:desert"|"superheated"
934|"Atakoraka XIX"|5947|1,89|1,071|1,21|"hill"|"frigid"
935|"Atakoraka XIV"|5947|1,43|1,123|1,08|"cliff:toxic cloudsea"|"subartic:artic"
936|"Alderamin Pegasusian"|1290|3,63|1,014|1,53|"river:forest"|"subartic:temperate:frigid"
937|"Alderamin Dionian"|1290|9,3|0,959|2,13|"ocean:volcano"|"superheated:frozen:frigid"
938|"Alderamin Helios"|1290|3,18|1,227|1,37|"ice canyon:cave:ocean"|"arid:superheated:humid:windy:frigid"
939|"Selene's Whimsy II"|9042|1,27|0,92|1,11|"cliff:rocky island:jungle:city:jungle"|"rocky:frigid:hot"
940|"Selene's Whimsy IV"|9042|1,33|1,57|0,95|"lakes:bog"|"hot"
941|"Selene's Whimsy XVI"|9042|1,46|0,581|1,36|"reef:valley"|"hot:tropical"
942|"Kang Eosian"|3171|5,18|1,45|1,53|"mountain:fungus forest:plateau:ocean:rock arche:urban"|"tropical:subartic:frozen:artic"
943|"Kang Athenian"|3171|5,47|1,138|1,69|"bog:jungle:field:tundra:lava river"|"artificial temperate:tropical:windy:frozen:hot"
944|"Atria Dionysios"|3635|6,16|1,47|1,61|"lava river:desert"|"artic:arid:artificial temperate:frigid:hot:frozen:subartic"
945|"Dombay Ba"|4937|0,9|1,077|0,94|"rock arche"|"windy:humid"
946|"Dombay Jiu"|4937|7,37|0,319|2,85|"cave"|"tropical:temperate:rocky:humid:arid:windy:subartic"
947|"Dombay Yi"|4937|7,88|1,19|1,88|"swamp:cave"|"humid:arid:subartic"
948|"Dombay Shi"|4937|4,41|1,223|1,53|"grassland:city:island:barren:urban:rocky island:forest:rocky canyon"|"windy:superheated:tropical:arid:artic:artificial temperate:humid"
949|"Praecipua XXIII"|389|4,22|1,103|1,56|"ocean:mountain:ice canyon:acid pool"|"rocky:artificial temperate:tropical:frigid:temperate"
950|"Praecipua VI"|389|3,35|1,195|1,41|"rock arche:vine"|"arid:temperate:frigid:hot:artic"
951|"La Superba Duodecimal"|1871|7,11|0,822|2,05|"ocean:jungle:city:savanna:scrubland:vine"|"subartic:superheated:hot:frigid:arid"
952|"Mjornir XXIII"|265|3,68|0,702|1,74|"rocky desert:canyons:valley:verdant"|"rocky:artic:frigid:artificial temperate"
953|"Mjornir VIII"|265|5,04|1,086|1,67|"bog:glacier:grassy hill:canyons:grassland"|"temperate:frigid:artic:windy"
954|"Cerulean Abyss XI"|2571|xx|0,941|1,58|"cityscape:acid pool:city:grassland"|"windy:hot:tropical:humid"
955|"Cocibolca Er"|9012|1,19|0,803|1,14|"rainforest:reef:tundra:rocky island:ice cave:hill"|"temperate:artic:subartic:arid:hot:humid"
956|"Cocibolca Shi"|9012|1,5|0,858|1,2|"rainforest:swamp:vine"|"arid:tropical:subartic:artic:artificial temperate"
957|"Mirach Si"|8208|7,36|1,012|1,94|"verdant:acid pool"|"superheated:frigid:hot:rocky"
958|"Mirach San"|8208|4,07|0,888|xx|"acid pool:mountain:cave:sinkholes"|"subartic:humid:artic:superheated"
959|"Zavijava San"|6309|1,54|1,136|1,11|"sea:canyons:ash"|"frigid:superheated:subartic:frozen:tropical:temperate"
960|"Zavijava Jiu"|6309|xx|0,533|2,32|"savanna"|"hot:frozen:artificial temperate:subartic:tropical:temperate"
961|"Aljanah Museios"|9259|6,79|0,705|2,13|"plateau:cityscape:rocky island"|"frigid:artic:rocky"
962|"Photonara Quintal"|529|1,08|0,864|1,08|"ice cave:reef"|"temperate:artic:windy"
963|"Photonara Nonal"|529|3,79|0,354|2,2|""|"windy"
964|"Photonara Duodecimal"|529|1,42|1,213|1,05|"city:desert:barren:grassland:hill:ash:reef:volcano:plain:savanna:sinkholes"|"arid:temperate:humid:superheated:frigid:artificial temperate:frozen"
965|"Alya Kappa"|627|5,84|0,992|1,81|"grassland"|"frigid:subartic:rocky:temperate"
966|"Alya Omicron"|627|1,32|1,323|1|"cityscape:hill:jungle:plain:reef"|"superheated:hot:temperate:windy"
967|"Stellar Whisper IV"|7264|1,3|1,026|1,08|"volcano:jungle:lava river"|"hot:subartic:rocky:frozen:arid:windy"
968|"Etherionara Morphean"|7707|0,66|1,184|0,82|"rock arche:urban"|"hot:windy"
969|"Celestial Cascade Upsilon"|5052|3,49|0,544|1,86|"grassy hill:plain:cave"|"superheated:artic:hot:arid"
970|"Xamidimura Vigesimal"|7727|0,62|0,764|0,93|"cliff:lava river"|"tropical:arid:artic"
971|"Xamidimura Quintal"|7727|1,69|1,523|1,04|"ice cave:rocky desert:cityscape:city"|"frigid:arid:artic"
972|"Muscida II"|1052|0,44|0,887|0,79|"vine:sea:rocky canyon"|"arid:temperate:windy:subartic:artic:tropical"
973|"Muscida XI"|1052|1|0,789|1,08|"ice canyon:plateau:tundra:ocean:jungle"|"subartic:tropical:frigid:artic"
974|"Muscida XVI"|1052|3,68|1,091|1,5|"mountain:vine"|"frozen:superheated:rocky"
975|"Muscida XXII"|1052|4,22|1,027|1,6|"toxic cloudsea:cityscape"|"superheated:humid:temperate:hot:artic:arid"
976|"Amatsu Echo Yi"|109|2,97|0,415|1,93|"rocky island"|"artic:humid:hot"
977|"Amatsu Echo Ba"|109|4,75|0,298|2,52|"field:mountain:toxic cloudsea:lakes:forest:urban:plain:reef:valley"|"hot:temperate:humid:frozen:subartic:rocky"
978|"Amatsu Echo Qi"|109|3,58|0,794|1,65|"rock arche"|"artic:arid"
979|"Alfirk San"|6845|7,94|0,655|2,3|"rainforest:verdant:forest"|"arid:windy:frigid:artificial temperate:superheated"
980|"Alfirk Er"|6845|6,87|0,925|1,95|"vine:cave:forest"|"windy:frigid:temperate"
981|"Yami Silence V"|5112|1,08|0,612|1,21|"valley"|"tropical"
982|"Arkab Prior Octal"|2876|3,03|0,995|1,45|"acid pool:scrubland:tundra"|"superheated:arid:rocky"
983|"Arkab Prior Quintal"|2876|0,76|1,143|xx|"vine:acid pool"|"arid:humid:artificial temperate:hot:rocky:frigid:tropical"
984|"Timir Dionysios"|3693|2,17|0,911|1,34|"ice cave:scrubland:barren:canyons"|"frozen:arid:artificial temperate:rocky"
985|"Koi's Radiance XXII"|9689|2,44|0,952|1,37|"ice cave"|"temperate:hot:subartic:frozen"
986|"Lesath Astraeos"|6292|4,95|0,868|1,79|"canyons:grassland:mountain:ash:cityscape:verdant:barren:toxic cloudsea:jungle:lakes"|"hot:subartic:arid:humid:frozen:temperate:artic"
987|"Orion's Gaze XXIV"|3866|3,83|0,762|1,71|"plain"|"frigid:windy:hot"
988|"Electra I"|8628|1,21|0,987|1,07|"mountain:reef"|"rocky:temperate:windy:humid:subartic:frozen:artic"
989|"Electra XXIV"|9769|9,1|0,312|3,08|"jungle:mountain:canyons:plateau:island:ice canyon:jungle:rocky desert:valley"|"frigid:rocky:superheated:tropical:arid:windy:subartic"
990|"Ebla Hermian"|3970|1,66|0,855|1,25|"lakes:toxic cloudsea:verdant:jungle:valley:savanna"|"tropical:frigid:temperate:arid:frozen"
991|"Mimosa Gamma"|3574|2,04|0,795|1,37|"urban"|"subartic:artic:frozen"
992|"Rana XXIII"|8536|7,21|1,05|xx|"rock arche:plain:verdant:glacier:rocky canyon:ice cave:river:lakes"|"subartic:frozen:temperate:artic:arid"
993|"Clandestine Nebula XX"|9633|3,47|1,212|1,42|"bog:rainforest"|"windy:subartic:artificial temperate:hot:humid"
994|"Clandestine Nebula X"|9633|1,67|0,771|1,29|"verdant:lava river"|"hot:windy:subartic"
995|"Clandestine Nebula XII"|9633|xx|1,182|1,14|"urban:ice cave"|"windy:subartic"
996|"Ebon Labyrinth X"|6927|3,22|0,974|1,49|"tundra"|"tropical:frozen:subartic"
997|"Ebon Labyrinth VI"|6927|0,53|1,109|0,78|"barren:rock arche:rainforest:plain:jungle:savanna"|"arid:tropical:frozen:artificial temperate"
998|"Spectral Threshold Octal"|7028|2,56|0,97|1,38|"jungle:field:toxic cloudsea:rocky desert:island"|"humid:artic:frigid:hot:artificial temperate"
999|"Torcular VIII"|2537|1,07|1,123|0,98|"cityscape:rainforest:island:fungus forest"|"superheated:artic:subartic:hot"
1000|"Arcalís IV"|565|2,63|0,733|1,53|"valley:mountain:cityscape:acid pool"|"windy:superheated:frigid:rocky:artic"
1001|"Arcalís XIII"|565|5,03|1,086|1,67|"canyons:ice cave:plain:ocean:mountain:river:lakes"|"tropical:frigid:hot:rocky:artic"
1002|"Celestial Mirage Epsilon"|4196|1,3|1,052|xx|"grassy hill:cave:acid pool:glacier:rocky island:field"|"arid:frozen:rocky:artificial temperate"
1003|"Suhail Omicron"|5243|1,92|1,193|1,17|"river"|"subartic:artic:windy"
1004|"Aurum Quasar Poseidian"|5769|0,59|1,042|0,83|"island:cliff"|"humid:subartic:rocky:superheated"
1005|"Haruka Echoes X"|411|xx|1,076|2,06|"savanna:toxic cloudsea"|"artificial temperate:tropical:artic:temperate:frozen"
1006|"Alterf Delta"|4577|1,18|1,309|xx|"desert:sinkholes:cityscape"|"hot:arid:windy"
1007|"Alterf Alpha"|4577|9,14|0,682|2,38|"rocky desert:cityscape:cliff:island:valley:reef:tundra"|"arid:hot:frigid:superheated:rocky"
1008|"Alterf Eta"|4577|1,37|1,132|1,07|"vine"|"arid"
1009|"Darkonix XV"|2304|3,15|0,896|1,52|"hill:plateau:ice canyon:reef:lakes"|"frozen:humid:rocky:temperate:windy:artic"
1010|"Darkonix XIII"|2304|1,72|0,832|1,27|"reef:fungus forest"|"artificial temperate:hot:windy"
1011|"Darkonix XI"|2304|8,52|0,5|2,57|"city"|"arid:subartic:rocky:windy"
1012|"Amaterasu Nonal"|6190|2,96|0,752|1,58|"jungle:rocky island"|"artificial temperate:hot"
1013|"Amaterasu Secant"|6190|4,45|0,29|2,48|"mountain:tundra:valley:jungle:rocky island"|"frozen:superheated:artificial temperate:temperate:artic"
1014|"Amaterasu Quartal"|6190|5,23|1,463|1,53|"rocky island:swamp:rock arche:forest"|"tropical:rocky:frigid"
